SSN,duration,credit_amount,age,checking_status_'<0',firstname,checking_status_'no checking',credit_history_'critical/other existing credit',lastname,credit_history_'no credits/all paid',purpose_'new car',purpose_radio/tv,savings_status_'<100',property_magnitude_'no known property',property_magnitude_'real estate',other_payment_plans_none,housing_own,housing_rent,class_good
497,12,741,22,TRUE,dalal,FALSE,FALSE,dalal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
498,10,1287,45,FALSE,elbaghl,TRUE,FALSE,elbaghl,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
499,24,1381,35,TRUE,3arnos,FALSE,FALSE,3arnos,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
500,6,1346,42,FALSE,malbos,TRUE,FALSE,malbos,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
501,48,6224,50,FALSE,elgahsh,FALSE,FALSE,elgahsh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
502,18,750,27,TRUE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
503,28,7824,40,FALSE,elhomar,TRUE,FALSE,elhomar,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
504,12,996,23,FALSE,elweza,TRUE,TRUE,elweza,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
505,24,2825,34,FALSE,elomda,FALSE,TRUE,elomda,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
506,10,1418,35,FALSE,elhassan,TRUE,FALSE,elhassan,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
507,12,682,51,FALSE,elghany,TRUE,TRUE,elghany,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
508,6,860,39,TRUE,eltemsah,FALSE,TRUE,eltemsah,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
509,9,1337,34,FALSE,abo sena,FALSE,FALSE,abo sena,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
510,9,1670,22,FALSE,elkilany,FALSE,FALSE,elkilany,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
511,30,4280,26,FALSE,assem,FALSE,FALSE,assem,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
512,18,6361,41,FALSE,iihab ,FALSE,TRUE,iihab ,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
513,6,1743,34,FALSE,ezzat ,TRUE,FALSE,ezzat ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
514,12,754,38,FALSE,mohamed,FALSE,FALSE,mohamed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
515,8,3398,39,TRUE,aly,FALSE,TRUE,aly,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
516,9,5129,74,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
517,10,781,63,FALSE,lol,FALSE,TRUE,lol,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
518,18,1442,32,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
519,18,2051,33,FALSE,panganiban,TRUE,FALSE,panganiban,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
520,18,2462,22,TRUE,elgzar,FALSE,FALSE,elgzar,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
521,28,4006,45,TRUE,gammal,FALSE,FALSE,gammal,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
522,12,951,27,FALSE,dalal,FALSE,FALSE,dalal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
523,15,1300,45,FALSE,elbaghl,TRUE,FALSE,elbaghl,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
524,24,1901,29,FALSE,3arnos,TRUE,FALSE,3arnos,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
525,42,4796,56,FALSE,malbos,FALSE,TRUE,malbos,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
526,18,1473,39,FALSE,elgahsh,TRUE,FALSE,elgahsh,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
527,12,1768,24,FALSE,elkhartyt,TRUE,FALSE,elkhartyt,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
528,24,3777,50,FALSE,elhomar,TRUE,TRUE,elhomar,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
529,27,5117,26,FALSE,elweza,TRUE,FALSE,elweza,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
530,42,3394,65,TRUE,elomda,FALSE,TRUE,elomda,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
531,12,717,52,FALSE,elhassan,TRUE,TRUE,elhassan,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
532,36,5842,35,FALSE,elghany,TRUE,TRUE,elghany,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
533,9,1224,30,FALSE,eltemsah,TRUE,TRUE,eltemsah,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
534,12,1155,40,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
535,21,3763,24,TRUE,elkilany,FALSE,FALSE,elkilany,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
536,12,1082,48,TRUE,,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
537,48,15672,23,FALSE,assem,FALSE,FALSE,assem,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
538,12,3499,29,TRUE,iihab ,FALSE,TRUE,iihab ,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
539,60,15653,21,FALSE,ezzat ,TRUE,FALSE,ezzat ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
540,24,8648,27,FALSE,mohamed,TRUE,FALSE,mohamed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
541,20,6468,60,FALSE,aly,FALSE,FALSE,aly,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
542,24,2812,26,TRUE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
543,36,3990,29,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
544,11,2142,28,FALSE,basbosa,TRUE,FALSE,basbosa,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
545,10,1364,64,FALSE,panganiban,TRUE,FALSE,panganiban,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
546,15,1308,38,FALSE,elgzar,FALSE,FALSE,elgzar,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
547,48,18424,32,FALSE,gammal,FALSE,FALSE,gammal,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
548,12,841,23,FALSE,dalal,FALSE,FALSE,dalal,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
549,6,590,26,FALSE,elbaghl,FALSE,FALSE,elbaghl,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
550,24,3345,39,TRUE,3arnos,FALSE,FALSE,3arnos,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
551,18,2600,65,TRUE,malbos,FALSE,FALSE,malbos,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
552,12,3590,29,TRUE,elgahsh,FALSE,FALSE,elgahsh,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
553,15,5045,59,FALSE,elkhartyt,TRUE,TRUE,elkhartyt,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
554,18,1126,21,FALSE,elhomar,TRUE,FALSE,elhomar,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
555,24,1193,29,TRUE,elweza,FALSE,FALSE,elweza,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
556,39,8588,45,FALSE,elomda,TRUE,FALSE,elomda,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
557,24,1533,38,FALSE,elhassan,TRUE,FALSE,elhassan,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
558,18,1345,26,TRUE,elghany,FALSE,FALSE,elghany,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
559,12,1620,30,TRUE,eltemsah,FALSE,FALSE,eltemsah,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
560,36,9034,29,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
561,18,6260,28,FALSE,elkilany,FALSE,FALSE,elkilany,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
562,15,2631,25,FALSE,assem,FALSE,FALSE,assem,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
563,12,2141,35,FALSE,iihab ,TRUE,FALSE,iihab ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
564,12,652,24,TRUE,ezzat ,FALSE,FALSE,ezzat ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
565,36,2671,50,FALSE,mohamed,FALSE,FALSE,mohamed,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
566,36,5742,31,FALSE,aly,TRUE,FALSE,aly,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
567,60,13756,63,FALSE,lol,TRUE,TRUE,lol,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
568,48,4844,33,FALSE,lol,TRUE,FALSE,lol,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
569,18,1943,23,FALSE,basbosa,TRUE,FALSE,basbosa,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
570,18,866,25,FALSE,panganiban,FALSE,FALSE,panganiban,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
571,18,1941,35,FALSE,elgzar,FALSE,FALSE,elgzar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
572,24,5150,33,FALSE,gammal,TRUE,TRUE,gammal,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
573,24,4351,48,FALSE,dalal,FALSE,FALSE,dalal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
574,24,947,38,FALSE,elbaghl,FALSE,FALSE,elbaghl,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
575,24,1967,20,FALSE,3arnos,FALSE,FALSE,3arnos,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
576,15,2186,33,FALSE,malbos,TRUE,FALSE,malbos,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
577,9,2118,37,FALSE,elgahsh,FALSE,FALSE,elgahsh,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
578,12,776,28,FALSE,elkhartyt,TRUE,FALSE,elkhartyt,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
579,15,3812,23,FALSE,elhomar,TRUE,FALSE,elhomar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
580,39,14179,30,TRUE,elweza,FALSE,TRUE,elweza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
581,9,1437,29,FALSE,elomda,FALSE,FALSE,elomda,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
582,15,1444,23,FALSE,elhassan,FALSE,FALSE,elhassan,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
583,18,1445,49,FALSE,elghany,FALSE,FALSE,elghany,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
584,18,2320,34,FALSE,eltemsah,TRUE,FALSE,eltemsah,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
585,30,4272,26,FALSE,abo sena,TRUE,FALSE,abo sena,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
586,15,4657,30,FALSE,elkilany,TRUE,FALSE,elkilany,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
587,36,10974,26,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
588,48,3931,46,TRUE,assem,FALSE,FALSE,assem,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
589,9,654,28,TRUE,iihab ,FALSE,FALSE,iihab ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
590,24,3758,23,FALSE,ezzat ,FALSE,FALSE,ezzat ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
591,10,1309,27,FALSE,mohamed,TRUE,FALSE,mohamed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
592,42,4370,26,TRUE,aly,FALSE,FALSE,aly,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
593,13,1409,64,FALSE,lol,TRUE,FALSE,lol,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
594,30,1867,58,FALSE,lol,TRUE,FALSE,lol,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
595,12,1107,20,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
596,12,640,49,FALSE,panganiban,TRUE,FALSE,panganiban,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
597,24,1474,33,FALSE,elgzar,TRUE,FALSE,elgzar,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
598,12,976,35,FALSE,gammal,TRUE,TRUE,gammal,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
599,36,7980,27,FALSE,dalal,TRUE,FALSE,dalal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
600,18,6761,68,FALSE,elbaghl,TRUE,FALSE,elbaghl,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
601,18,2278,28,FALSE,3arnos,FALSE,FALSE,3arnos,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
602,9,1154,37,FALSE,malbos,FALSE,TRUE,malbos,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
603,24,1927,33,FALSE,elgahsh,TRUE,TRUE,elgahsh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
604,9,2301,22,FALSE,elkhartyt,TRUE,FALSE,elkhartyt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
605,12,1412,29,FALSE,elhomar,TRUE,TRUE,elhomar,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
606,48,4605,24,TRUE,elweza,FALSE,FALSE,elweza,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
607,18,1800,24,FALSE,elomda,TRUE,TRUE,elomda,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
608,6,1898,34,FALSE,elhassan,TRUE,TRUE,elhassan,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
609,18,1113,26,FALSE,elghany,FALSE,FALSE,elghany,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
610,45,4746,25,FALSE,eltemsah,FALSE,TRUE,eltemsah,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
611,12,1534,23,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
612,15,950,33,TRUE,elkilany,FALSE,FALSE,elkilany,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
613,24,2346,35,FALSE,assem,TRUE,TRUE,assem,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
614,27,2442,43,TRUE,iihab ,FALSE,TRUE,iihab ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
615,15,3343,28,FALSE,ezzat ,TRUE,TRUE,ezzat ,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
616,24,1249,28,FALSE,mohamed,TRUE,FALSE,mohamed,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
617,15,1845,46,TRUE,aly,FALSE,FALSE,aly,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
618,24,2603,28,FALSE,lol,TRUE,FALSE,lol,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
619,54,15945,58,FALSE,lol,FALSE,FALSE,lol,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
620,36,12389,37,FALSE,basbosa,FALSE,FALSE,basbosa,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
621,24,915,29,TRUE,panganiban,FALSE,FALSE,panganiban,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
622,21,3160,41,FALSE,elgzar,TRUE,FALSE,elgzar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
623,9,1082,27,FALSE,gammal,FALSE,FALSE,gammal,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
624,15,975,25,TRUE,dalal,FALSE,TRUE,dalal,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
625,36,3620,37,TRUE,elbaghl,FALSE,FALSE,elbaghl,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
626,12,1995,27,FALSE,3arnos,FALSE,TRUE,3arnos,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
627,36,6614,34,FALSE,malbos,TRUE,TRUE,malbos,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
628,12,1935,43,FALSE,elgahsh,TRUE,TRUE,elgahsh,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
629,36,3249,39,TRUE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
630,24,3062,32,FALSE,elhomar,TRUE,FALSE,elhomar,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
631,36,2348,46,TRUE,elweza,FALSE,TRUE,elweza,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
632,30,3108,31,TRUE,elomda,FALSE,FALSE,elomda,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
633,9,1364,59,TRUE,elhassan,FALSE,FALSE,elhassan,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
634,36,3913,23,FALSE,elghany,FALSE,FALSE,elghany,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
635,24,4870,53,TRUE,eltemsah,FALSE,FALSE,eltemsah,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
636,12,3617,28,FALSE,abo sena,FALSE,TRUE,abo sena,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
637,15,4623,40,FALSE,elkilany,TRUE,FALSE,elkilany,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
638,12,1344,43,TRUE,,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
639,21,3357,29,TRUE,assem,FALSE,FALSE,assem,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
640,6,6761,45,FALSE,iihab ,TRUE,TRUE,iihab ,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
641,24,2022,37,FALSE,ezzat ,TRUE,TRUE,ezzat ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
642,6,250,41,FALSE,mohamed,TRUE,TRUE,mohamed,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
643,24,5103,47,FALSE,aly,TRUE,TRUE,aly,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
644,36,2337,36,FALSE,lol,FALSE,TRUE,lol,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
645,12,7472,24,FALSE,lol,FALSE,FALSE,lol,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
646,18,1882,25,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
647,15,806,22,TRUE,panganiban,FALSE,FALSE,panganiban,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
648,24,2197,43,FALSE,elgzar,TRUE,TRUE,elgzar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
649,9,1126,49,FALSE,gammal,FALSE,FALSE,gammal,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
650,6,1352,23,TRUE,dalal,FALSE,FALSE,dalal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
651,18,5866,30,FALSE,elbaghl,FALSE,FALSE,elbaghl,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
652,18,3872,67,FALSE,3arnos,FALSE,FALSE,3arnos,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
653,24,2611,46,FALSE,malbos,TRUE,TRUE,malbos,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
654,9,936,52,FALSE,elgahsh,TRUE,TRUE,elgahsh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
655,60,10144,21,FALSE,elkhartyt,TRUE,FALSE,elkhartyt,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
656,12,409,42,FALSE,elhomar,FALSE,FALSE,elhomar,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
657,24,7814,38,FALSE,elweza,TRUE,FALSE,elweza,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
658,36,4210,26,FALSE,elomda,FALSE,FALSE,elomda,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
659,6,3518,26,FALSE,elhassan,TRUE,FALSE,elhassan,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
660,21,3275,36,FALSE,elghany,TRUE,TRUE,elghany,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
661,36,14318,57,FALSE,eltemsah,FALSE,FALSE,eltemsah,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
662,12,1092,49,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
